shift_id,staff_id,role,department,shift_start,shift_end,shift_type
209,7c86a7d8-175b-40d4-9a6b-8329d4decdfb,doctor,Pediatrics,2023-09-19 23:00:09,2023-09-20 09:00:09,night
210,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,nurse,Emergency,2023-11-15 15:00:23,2023-11-15 23:00:23,evening
211,233b05a8-f2b9-4a69-bc1d-2c4d484480b7,nurse,Emergency,2023-09-05 07:00:31,2023-09-05 15:00:31,day
212,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,technician,Cardiology,2023-02-25 15:00:56,2023-02-25 23:00:56,evening
213,76ac7635-1ff0-4184-b0da-ba0b4b222d4b,nurse,Surgery,2023-03-07 23:00:18,2023-03-08 09:00:18,night
214,cfd51ffd-d6f1-4953-b2e5-2199c9dc8c52,nurse,Emergency,2023-10-29 07:00:05,2023-10-29 15:00:05,day
215,bb5a7051-d622-401e-8d95-8d4eb6f78fbf,nurse,Emergency,2023-10-24 15:00:25,2023-10-24 23:00:25,evening
216,30d28be9-7464-49df-9eb9-aabe84102331,doctor,Pediatrics,2023-09-05 07:00:10,2023-09-05 15:00:10,day
217,635c0e31-b5a2-4285-a6ce-fdaa855ed83d,nurse,Cardiology,2023-07-10 23:00:48,2023-07-11 09:00:48,night
218,960c93c4-72c4-432e-870f-f448f6979f79,doctor,Cardiology,2023-07-30 07:00:46,2023-07-30 15:00:46,day
219,5c59716c-c800-47e2-87ed-8545e7b4b971,nurse,Surgery,2023-12-29 07:00:08,2023-12-29 15:00:08,day
220,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Emergency,2023-07-06 23:00:29,2023-07-07 09:00:29,night
221,b8e4b306-9de1-4b50-bdd2-bff2fe665200,nurse,Emergency,2023-02-02 07:00:10,2023-02-02 15:00:10,day
222,635c0e31-b5a2-4285-a6ce-fdaa855ed83d,nurse,Pediatrics,2023-01-27 15:00:14,2023-01-27 23:00:14,evening
223,7e83fd42-7fa0-4fa2-a497-2b7292d5e886,nurse,Cardiology,2023-06-24 07:00:15,2023-06-24 15:00:15,day
224,0d2105e0-a9fc-420b-80e5-0c8a9bbee5ba,nurse,Pediatrics,2023-07-04 23:00:48,2023-07-05 09:00:48,night
225,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,nurse,Cardiology,2023-07-11 07:00:55,2023-07-11 15:00:55,day
226,78c28a48-fcee-459f-97ba-22b2ca92ff13,doctor,Emergency,2023-05-30 07:00:17,2023-05-30 15:00:17,day
227,b568eab5-c1a5-4492-996c-77268dd8fb49,nurse,Pediatrics,2023-06-07 07:00:13,2023-06-07 15:00:13,day
228,bfd44f7f-8b3b-4cfe-878f-8ac391536c3f,nurse,Pediatrics,2023-11-22 23:00:35,2023-11-23 09:00:35,night
229,015296b2-95cf-4150-be4e-0f7897304913,nurse,Emergency,2023-10-12 23:00:03,2023-10-13 09:00:03,night
230,8c30c1f4-08d2-4eaf-b34a-4c4f6041a789,doctor,Emergency,2023-07-07 07:00:48,2023-07-07 15:00:48,day
231,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,technician,ICU,2023-01-27 07:00:03,2023-01-27 15:00:03,day
232,8a004291-99d8-4ab1-8225-4d6c2b60a219,nurse,Pediatrics,2023-06-14 07:00:56,2023-06-14 15:00:56,day
233,5b1f1a2e-3244-49a4-8840-6e44a4c1d506,nurse,Cardiology,2023-11-30 07:00:55,2023-11-30 15:00:55,day
234,9c866781-e0f0-4f66-9ee6-6036d111cbb3,nurse,ICU,2023-06-18 07:00:28,2023-06-18 15:00:28,day
235,930c2ac5-930e-470c-bee2-6a1da1c7953d,doctor,Cardiology,2023-03-05 23:00:08,2023-03-06 09:00:08,night
236,1ac42ec7-4fc7-4e27-9ce9-ba5f7c2d125d,nurse,ICU,2023-03-23 07:00:09,2023-03-23 15:00:09,day
237,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,technician,Emergency,2023-10-29 15:00:07,2023-10-29 23:00:07,evening
238,bb1fecd0-66dd-4e2a-9f74-c3df2a0a2af0,doctor,Surgery,2023-02-07 15:00:32,2023-02-07 23:00:32,evening
239,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,nurse,Cardiology,2023-09-06 15:00:39,2023-09-06 23:00:39,evening
240,49006ee2-6f0e-4e15-9daf-518ee7c17647,nurse,ICU,2023-12-04 15:00:28,2023-12-04 23:00:28,evening
241,58e301c0-983d-43e5-8f58-d3701c0664c3,nurse,Emergency,2023-07-01 07:00:38,2023-07-01 15:00:38,day
242,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,Cardiology,2023-06-20 07:00:00,2023-06-20 15:00:00,day
243,5db917fb-c672-41d8-817c-d9580ecc9368,nurse,Cardiology,2023-07-01 07:00:35,2023-07-01 15:00:35,day
244,0175c3c4-7b00-4091-aa29-c839666e3359,nurse,Surgery,2023-06-14 07:00:52,2023-06-14 15:00:52,day
245,fd4aa27c-6b26-47e7-916b-f9f73325e1b0,doctor,Surgery,2023-10-22 23:00:21,2023-10-23 09:00:21,night
246,29eedddc-8ece-4108-b5e1-ab60e9aa4346,doctor,Pediatrics,2023-06-07 15:00:22,2023-06-07 23:00:22,evening
247,08d3c379-0e97-4f59-884d-413ba340e4f1,technician,Pediatrics,2023-06-04 07:00:38,2023-06-04 15:00:38,day
248,22c57e0c-a78c-4402-997e-3fff06222042,nurse,Emergency,2023-09-08 15:00:58,2023-09-08 23:00:58,evening
249,f949be52-b1e2-4323-8852-c7a60a12af0a,doctor,Emergency,2023-06-12 23:00:50,2023-06-13 09:00:50,night
250,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,ICU,2023-05-04 23:00:19,2023-05-05 09:00:19,night
251,960c93c4-72c4-432e-870f-f448f6979f79,doctor,ICU,2023-10-10 07:00:07,2023-10-10 15:00:07,day
252,971309b8-dfbd-4db5-844c-46009a9f9e8d,nurse,Cardiology,2023-01-20 15:00:23,2023-01-20 23:00:23,evening
253,18624393-74b3-4fb2-8bc8-9e8c316d25f1,nurse,Cardiology,2023-11-14 15:00:29,2023-11-14 23:00:29,evening
254,f949be52-b1e2-4323-8852-c7a60a12af0a,nurse,Cardiology,2023-10-28 07:00:17,2023-10-28 15:00:17,day
255,526c0c72-612e-42d4-b6af-bc9c63534aaf,doctor,ICU,2023-05-31 07:00:28,2023-05-31 15:00:28,day
256,63c3ec0c-3604-462f-9b72-3acac6fc1f18,doctor,Pediatrics,2023-02-27 23:00:19,2023-02-28 09:00:19,night
257,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,doctor,Pediatrics,2023-10-28 07:00:03,2023-10-28 15:00:03,day
258,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,technician,ICU,2023-11-17 23:00:46,2023-11-18 09:00:46,night
259,8e459f50-0112-4786-b08b-32db52cbbae1,nurse,Emergency,2023-02-06 07:00:37,2023-02-06 15:00:37,day
260,16f4ab5f-349f-4adf-85cf-f5282c1886dd,doctor,ICU,2023-11-28 15:00:49,2023-11-28 23:00:49,evening
261,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Cardiology,2023-04-20 07:00:31,2023-04-20 15:00:31,day
262,f949be52-b1e2-4323-8852-c7a60a12af0a,nurse,Pediatrics,2023-05-09 15:00:37,2023-05-09 23:00:37,evening
263,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Emergency,2023-02-05 07:00:02,2023-02-05 15:00:02,day
264,d6f0bb58-9b3f-4412-a01c-b6988087674d,doctor,Surgery,2023-07-10 07:00:38,2023-07-10 15:00:38,day
265,fd36fbe5-7f3a-4e75-93c3-bee75a8b9ff9,nurse,Emergency,2023-05-08 23:00:09,2023-05-09 09:00:09,night
266,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,ICU,2023-10-28 07:00:56,2023-10-28 15:00:56,day
267,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,technician,Pediatrics,2023-02-15 15:00:39,2023-02-15 23:00:39,evening
268,bacd83f2-e54b-46c4-96d5-a90649ad939f,nurse,Surgery,2023-04-12 15:00:48,2023-04-12 23:00:48,evening
269,485ff592-1c67-4275-87da-eaee00f1f612,nurse,Surgery,2023-07-16 07:00:57,2023-07-16 15:00:57,day
270,bfd44f7f-8b3b-4cfe-878f-8ac391536c3f,nurse,Pediatrics,2023-09-04 07:00:34,2023-09-04 15:00:34,day
271,9404248f-5747-4cd9-b6ec-aac60f21e73d,doctor,Pediatrics,2023-09-28 07:00:45,2023-09-28 15:00:45,day
272,930c2ac5-930e-470c-bee2-6a1da1c7953d,nurse,Cardiology,2023-01-04 15:00:38,2023-01-04 23:00:38,evening
273,11254c2a-4845-460a-948f-19eae1190841,nurse,Cardiology,2023-03-09 07:00:45,2023-03-09 15:00:45,day
274,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,nurse,Surgery,2023-05-28 07:00:25,2023-05-28 15:00:25,day
275,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,Cardiology,2023-07-08 07:00:43,2023-07-08 15:00:43,day
276,63c3ec0c-3604-462f-9b72-3acac6fc1f18,nurse,Cardiology,2023-04-12 07:00:55,2023-04-12 15:00:55,day
277,a9ed279f-b5de-43db-a671-59469ddf8541,doctor,Surgery,2023-08-15 15:00:48,2023-08-15 23:00:48,evening
278,5c59716c-c800-47e2-87ed-8545e7b4b971,technician,ICU,2023-12-20 07:00:44,2023-12-20 15:00:44,day
279,4714a5aa-5a4c-4452-bb48-4c8de6ae12bb,technician,Pediatrics,2023-06-15 15:00:38,2023-06-15 23:00:38,evening
280,ade91a91-07b3-4489-bd35-7849c6d850e1,doctor,ICU,2023-06-28 07:00:30,2023-06-28 15:00:30,day
281,e09b0f42-9ba9-49b2-b417-1b4c584dfbe7,nurse,Cardiology,2023-08-11 07:00:14,2023-08-11 15:00:14,day
282,3271c743-3547-4952-a235-100707527d0b,doctor,Surgery,2023-02-10 07:00:12,2023-02-10 15:00:12,day
283,2697141d-f4fd-447e-aca5-f92ce4507d43,nurse,Emergency,2023-06-28 07:00:22,2023-06-28 15:00:22,day
284,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,Surgery,2023-03-23 07:00:16,2023-03-23 15:00:16,day
285,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,nurse,ICU,2023-08-03 23:00:09,2023-08-04 09:00:09,night
286,e37d2942-4a22-4712-ba72-30f02350ad98,technician,Cardiology,2023-07-30 23:00:45,2023-07-31 09:00:45,night
287,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Cardiology,2023-06-22 23:00:15,2023-06-23 09:00:15,night
288,3271c743-3547-4952-a235-100707527d0b,nurse,Cardiology,2023-12-10 15:00:18,2023-12-10 23:00:18,evening
289,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,doctor,ICU,2023-07-10 07:00:15,2023-07-10 15:00:15,day
290,c0d74cd8-47e8-4b53-9906-d24cd51350f8,nurse,Surgery,2023-03-31 07:00:15,2023-03-31 15:00:15,day
291,74973602-daca-4889-8e3d-2c1235f55910,doctor,ICU,2023-07-08 07:00:09,2023-07-08 15:00:09,day
292,4ff31f60-2937-4406-9150-6d70bc49b209,nurse,ICU,2023-06-02 07:00:05,2023-06-02 15:00:05,day
293,89d292e5-6fb9-4671-875a-37af3988edce,nurse,ICU,2023-01-04 07:00:42,2023-01-04 15:00:42,day
294,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,nurse,ICU,2023-12-21 15:00:25,2023-12-21 23:00:25,evening
295,d5cdafce-d40f-44d5-96ac-461a317cf229,doctor,Cardiology,2023-05-27 07:00:01,2023-05-27 15:00:01,day
296,7e83fd42-7fa0-4fa2-a497-2b7292d5e886,doctor,Surgery,2023-12-23 07:00:18,2023-12-23 15:00:18,day
297,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,ICU,2023-11-04 15:00:43,2023-11-04 23:00:43,evening
298,14a25725-60ae-4192-b1aa-338da6f93c5f,doctor,Cardiology,2023-12-28 07:00:32,2023-12-28 15:00:32,day
299,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,doctor,ICU,2023-05-31 23:00:17,2023-06-01 09:00:17,night
300,233b05a8-f2b9-4a69-bc1d-2c4d484480b7,nurse,Pediatrics,2023-06-27 07:00:33,2023-06-27 15:00:33,day
301,42b59558-313d-4757-9bd8-ca1923ab7ed4,nurse,Cardiology,2023-03-22 15:00:29,2023-03-22 23:00:29,evening
302,fd4aa27c-6b26-47e7-916b-f9f73325e1b0,nurse,ICU,2023-06-24 15:00:05,2023-06-24 23:00:05,evening
303,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,Pediatrics,2023-05-06 15:00:07,2023-05-06 23:00:07,evening
304,f14202f7-3559-47e3-8305-5162201353f6,nurse,Surgery,2023-10-27 07:00:14,2023-10-27 15:00:14,day
305,8a004291-99d8-4ab1-8225-4d6c2b60a219,doctor,Emergency,2023-08-16 07:00:27,2023-08-16 15:00:27,day
306,d75ac37e-3ebe-4076-89e1-1f91be575646,nurse,Cardiology,2023-02-24 07:00:48,2023-02-24 15:00:48,day
307,c93a3b5c-418e-44e2-b037-5052afd82868,doctor,Pediatrics,2023-04-02 07:00:09,2023-04-02 15:00:09,day
308,86fa1eec-4f52-4fb8-b58d-c8d72607037a,nurse,Cardiology,2023-09-25 23:00:55,2023-09-26 09:00:55,night
309,7c86a7d8-175b-40d4-9a6b-8329d4decdfb,nurse,Emergency,2023-11-02 15:00:14,2023-11-02 23:00:14,evening
310,71b71114-e8e9-4975-b231-cc8001027ce9,doctor,Pediatrics,2023-02-08 15:00:34,2023-02-08 23:00:34,evening
311,a6a46f4d-5d23-4c3d-9a61-b9c41ed541f4,nurse,ICU,2023-11-06 15:00:11,2023-11-06 23:00:11,evening
312,aec6931e-f8b5-4b76-8e74-c416a969b1a1,nurse,Cardiology,2023-10-13 07:00:47,2023-10-13 15:00:47,day
313,0d2105e0-a9fc-420b-80e5-0c8a9bbee5ba,nurse,Emergency,2023-04-14 23:00:35,2023-04-15 09:00:35,night
314,4714a5aa-5a4c-4452-bb48-4c8de6ae12bb,nurse,Surgery,2023-07-30 07:00:00,2023-07-30 15:00:00,day
315,6d12db19-6e85-46c1-b104-cff124ee4875,doctor,ICU,2023-05-22 07:00:05,2023-05-22 15:00:05,day
316,a44a27cd-f49d-4fd3-ae7b-9cce74401a60,technician,Pediatrics,2023-12-18 15:00:12,2023-12-18 23:00:12,evening
317,3cd99033-864e-4f7e-bd4b-47be834a0b56,nurse,ICU,2023-01-04 07:00:23,2023-01-04 15:00:23,day
318,8a004291-99d8-4ab1-8225-4d6c2b60a219,doctor,Pediatrics,2023-01-09 15:00:29,2023-01-09 23:00:29,evening
319,dc680e78-e607-4793-9631-84a6a102ea9b,nurse,Pediatrics,2023-09-17 15:00:10,2023-09-17 23:00:10,evening
320,61bb772c-5a1c-47b4-b08c-320fc652f93c,nurse,Pediatrics,2023-06-17 07:00:44,2023-06-17 15:00:44,day
321,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,ICU,2023-05-21 23:00:23,2023-05-22 09:00:23,night
322,6d12db19-6e85-46c1-b104-cff124ee4875,nurse,Surgery,2023-07-18 07:00:53,2023-07-18 15:00:53,day
323,d3f4f2a0-d8cc-4f48-b974-ad7664affcf6,technician,Cardiology,2023-07-26 07:00:11,2023-07-26 15:00:11,day
324,3cd99033-864e-4f7e-bd4b-47be834a0b56,nurse,Pediatrics,2023-09-08 07:00:17,2023-09-08 15:00:17,day
325,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,Surgery,2023-12-29 23:00:16,2023-12-30 09:00:16,night
326,c2381d7f-fa02-4837-95e5-5a0d589953d6,technician,Emergency,2023-12-11 07:00:06,2023-12-11 15:00:06,day
327,c16ea7cc-30bd-469d-a9a8-9264e34f4104,nurse,Cardiology,2023-02-08 23:00:23,2023-02-09 09:00:23,night
328,0175c3c4-7b00-4091-aa29-c839666e3359,doctor,Emergency,2023-04-16 15:00:45,2023-04-16 23:00:45,evening
329,53514c1d-ac86-42bc-a2f8-2f79bb0c47cb,nurse,Surgery,2023-08-13 07:00:55,2023-08-13 15:00:55,day
330,8fe02e95-380e-4d26-8cc5-0e221bd3ecc4,doctor,Pediatrics,2023-05-25 15:00:49,2023-05-25 23:00:49,evening
331,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,Pediatrics,2023-04-14 07:00:32,2023-04-14 15:00:32,day
332,6e496383-279e-488f-9a1b-db46d14ea16d,nurse,ICU,2023-01-21 07:00:58,2023-01-21 15:00:58,day
333,a9ed279f-b5de-43db-a671-59469ddf8541,nurse,Pediatrics,2023-11-01 15:00:08,2023-11-01 23:00:08,evening
334,c9a9e6c0-9ef9-4730-a15d-cab9b1d77ef1,nurse,Pediatrics,2023-07-09 07:00:32,2023-07-09 15:00:32,day
335,8a004291-99d8-4ab1-8225-4d6c2b60a219,nurse,Pediatrics,2023-03-25 07:00:29,2023-03-25 15:00:29,day
336,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,technician,Emergency,2023-05-19 23:00:47,2023-05-20 09:00:47,night
337,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,ICU,2023-05-31 23:00:29,2023-06-01 09:00:29,night
338,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,Cardiology,2023-09-24 07:00:02,2023-09-24 15:00:02,day
339,14a25725-60ae-4192-b1aa-338da6f93c5f,nurse,Pediatrics,2023-08-29 15:00:09,2023-08-29 23:00:09,evening
340,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,ICU,2023-01-14 07:00:27,2023-01-14 15:00:27,day
341,30d28be9-7464-49df-9eb9-aabe84102331,doctor,Surgery,2023-08-09 15:00:14,2023-08-09 23:00:14,evening
342,015296b2-95cf-4150-be4e-0f7897304913,nurse,Emergency,2023-10-31 07:00:10,2023-10-31 15:00:10,day
343,81aeee6e-0ea8-46bc-b338-5ed371218315,nurse,Surgery,2023-03-14 07:00:52,2023-03-14 15:00:52,day
344,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,nurse,Emergency,2023-02-14 07:00:09,2023-02-14 15:00:09,day
345,5396a2d6-c38b-4217-b25b-7b29aefab79d,nurse,Pediatrics,2023-06-10 07:00:05,2023-06-10 15:00:05,day
346,6274a0aa-fd0e-45ce-98f0-3aead3a05e04,doctor,Surgery,2023-11-18 23:00:04,2023-11-19 09:00:04,night
347,7e83fd42-7fa0-4fa2-a497-2b7292d5e886,doctor,Surgery,2023-10-10 07:00:42,2023-10-10 15:00:42,day
348,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,nurse,ICU,2023-11-01 23:00:10,2023-11-02 09:00:10,night
349,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,nurse,Pediatrics,2023-01-26 15:00:35,2023-01-26 23:00:35,evening
350,3729b0c6-17c9-4dd8-ae58-f8e3a3f32c4f,nurse,Surgery,2023-12-21 15:00:00,2023-12-21 23:00:00,evening
351,29229716-b99b-4497-ad3a-e14e6ad644f5,nurse,Emergency,2023-04-05 15:00:05,2023-04-05 23:00:05,evening
352,bf3f5107-3667-4a1a-b5af-d25541c06a62,technician,Pediatrics,2023-12-06 15:00:31,2023-12-06 23:00:31,evening
353,46569dd7-08ea-454f-aec6-d377225e8dba,nurse,Surgery,2023-03-20 07:00:46,2023-03-20 15:00:46,day
354,3fe91a79-7701-4f3c-9f19-32a568c82ede,doctor,Cardiology,2023-04-23 15:00:09,2023-04-23 23:00:09,evening
355,c16ea7cc-30bd-469d-a9a8-9264e34f4104,nurse,Cardiology,2023-01-05 07:00:00,2023-01-05 15:00:00,day
356,aee8e7e7-2318-478d-b1d9-30b910c43fda,nurse,Cardiology,2023-04-29 23:00:07,2023-04-30 09:00:07,night
357,971309b8-dfbd-4db5-844c-46009a9f9e8d,technician,Surgery,2023-09-18 07:00:06,2023-09-18 15:00:06,day
358,a7defb84-c74a-4b9a-a469-7ab49d8d8fdd,nurse,Pediatrics,2023-03-12 23:00:24,2023-03-13 09:00:24,night
359,ae251198-3808-40e7-be64-72c03bbe279e,nurse,Pediatrics,2023-04-25 07:00:22,2023-04-25 15:00:22,day
360,0b14dc98-0198-4f14-93c3-54de057a8da7,nurse,Pediatrics,2023-11-18 07:00:14,2023-11-18 15:00:14,day
361,08d3c379-0e97-4f59-884d-413ba340e4f1,nurse,Surgery,2023-10-26 07:00:03,2023-10-26 15:00:03,day
362,a4797ce2-839a-4aa3-9794-da366197d8b5,doctor,Surgery,2023-11-04 23:00:30,2023-11-05 09:00:30,night
363,6aeb8a44-1cca-4bdf-ac66-7b48b4cf563d,nurse,Pediatrics,2023-03-10 23:00:08,2023-03-11 09:00:08,night
364,08d3c379-0e97-4f59-884d-413ba340e4f1,nurse,Emergency,2023-08-03 07:00:04,2023-08-03 15:00:04,day
365,216f7aec-7af1-4031-8d6a-e8c3c7b3b2d5,doctor,Emergency,2023-01-17 15:00:10,2023-01-17 23:00:10,evening
366,c16ea7cc-30bd-469d-a9a8-9264e34f4104,technician,ICU,2023-10-10 07:00:57,2023-10-10 15:00:57,day
367,f8785945-271f-42ba-a2d0-99acbb09a53b,doctor,Emergency,2023-02-09 07:00:00,2023-02-09 15:00:00,day
368,808d9ab5-6963-4eb7-8487-4057e0337f54,doctor,Pediatrics,2023-03-31 07:00:56,2023-03-31 15:00:56,day
369,fd4aa27c-6b26-47e7-916b-f9f73325e1b0,doctor,ICU,2023-04-16 07:00:12,2023-04-16 15:00:12,day
370,8c878043-068b-4461-9e03-bdee777ede46,nurse,Surgery,2023-12-15 23:00:55,2023-12-16 09:00:55,night
371,e3581b51-7634-4486-be9d-144cff008915,nurse,ICU,2023-01-24 07:00:47,2023-01-24 15:00:47,day
372,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,nurse,Pediatrics,2023-04-30 15:00:09,2023-04-30 23:00:09,evening
373,c0d74cd8-47e8-4b53-9906-d24cd51350f8,doctor,Pediatrics,2023-06-29 23:00:01,2023-06-30 09:00:01,night
374,1ac42ec7-4fc7-4e27-9ce9-ba5f7c2d125d,doctor,ICU,2023-03-15 07:00:53,2023-03-15 15:00:53,day
375,58e301c0-983d-43e5-8f58-d3701c0664c3,doctor,Cardiology,2023-12-25 15:00:45,2023-12-25 23:00:45,evening
376,5a4b4cc4-d840-48c5-8939-57653b737bf9,doctor,Emergency,2023-04-17 15:00:06,2023-04-17 23:00:06,evening
377,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,nurse,Cardiology,2023-06-30 07:00:08,2023-06-30 15:00:08,day
378,f7eb2511-9080-43ec-8a17-1f32046cb8e7,technician,Emergency,2023-09-23 15:00:33,2023-09-23 23:00:33,evening
379,79811344-af7d-4ee6-a3fa-1c174f055eed,doctor,ICU,2023-09-18 07:00:05,2023-09-18 15:00:05,day
380,6d7cb76f-b694-4703-a666-4b4cfdd6074f,doctor,Surgery,2023-11-22 23:00:09,2023-11-23 09:00:09,night
381,84936fa3-3f6b-49b6-8d6c-a4cfcd352c0d,nurse,ICU,2023-12-16 15:00:31,2023-12-16 23:00:31,evening
382,42b59558-313d-4757-9bd8-ca1923ab7ed4,doctor,Pediatrics,2023-11-26 07:00:55,2023-11-26 15:00:55,day
383,61bb772c-5a1c-47b4-b08c-320fc652f93c,nurse,Pediatrics,2023-05-25 07:00:06,2023-05-25 15:00:06,day
384,2ab6e27a-8148-40a8-ba52-e944c1c78915,nurse,Pediatrics,2023-08-06 15:00:46,2023-08-06 23:00:46,evening
385,c4fecb02-123e-4dbd-b105-b4853994f38f,nurse,Pediatrics,2023-01-16 15:00:33,2023-01-16 23:00:33,evening
386,78c28a48-fcee-459f-97ba-22b2ca92ff13,nurse,Emergency,2023-07-28 07:00:19,2023-07-28 15:00:19,day
387,ac135421-0822-4d9b-a258-6ac7380213f9,nurse,Pediatrics,2023-08-21 15:00:23,2023-08-21 23:00:23,evening
388,9ba4ee73-0aaf-4962-8909-8e9ab434ceb8,nurse,Cardiology,2023-12-19 15:00:42,2023-12-19 23:00:42,evening
389,76ac7635-1ff0-4184-b0da-ba0b4b222d4b,technician,Pediatrics,2023-01-13 23:00:31,2023-01-14 09:00:31,night
390,4ff31f60-2937-4406-9150-6d70bc49b209,nurse,Cardiology,2023-08-07 23:00:06,2023-08-08 09:00:06,night
391,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,nurse,Pediatrics,2023-05-01 15:00:31,2023-05-01 23:00:31,evening
392,74973602-daca-4889-8e3d-2c1235f55910,nurse,ICU,2023-10-31 07:00:35,2023-10-31 15:00:35,day
393,faa50591-90fb-4b25-9c63-dc6e4438ff30,doctor,Pediatrics,2023-09-20 23:00:33,2023-09-21 09:00:33,night
394,aee8e7e7-2318-478d-b1d9-30b910c43fda,nurse,Emergency,2023-05-08 15:00:14,2023-05-08 23:00:14,evening
395,c8746a90-ace7-4402-877e-7b386c215568,nurse,Pediatrics,2023-04-16 07:00:12,2023-04-16 15:00:12,day
396,71b71114-e8e9-4975-b231-cc8001027ce9,doctor,Surgery,2023-05-14 15:00:22,2023-05-14 23:00:22,evening
397,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,technician,Cardiology,2023-12-04 07:00:10,2023-12-04 15:00:10,day
398,6aeb8a44-1cca-4bdf-ac66-7b48b4cf563d,nurse,Cardiology,2023-07-06 23:00:06,2023-07-07 09:00:06,night
399,8c30c1f4-08d2-4eaf-b34a-4c4f6041a789,nurse,Emergency,2023-10-28 07:00:44,2023-10-28 15:00:44,day
400,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,doctor,Cardiology,2023-10-27 07:00:41,2023-10-27 15:00:41,day
401,bb1fecd0-66dd-4e2a-9f74-c3df2a0a2af0,nurse,Surgery,2023-08-19 07:00:04,2023-08-19 15:00:04,day
402,e09b0f42-9ba9-49b2-b417-1b4c584dfbe7,nurse,Surgery,2023-09-19 15:00:45,2023-09-19 23:00:45,evening
403,e37d2942-4a22-4712-ba72-30f02350ad98,nurse,Cardiology,2023-03-05 15:00:17,2023-03-05 23:00:17,evening
404,5c59716c-c800-47e2-87ed-8545e7b4b971,doctor,Surgery,2023-07-16 15:00:56,2023-07-16 23:00:56,evening
405,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,ICU,2023-12-21 07:00:48,2023-12-21 15:00:48,day
406,dc680e78-e607-4793-9631-84a6a102ea9b,nurse,Cardiology,2023-12-21 23:00:47,2023-12-22 09:00:47,night
407,930c2ac5-930e-470c-bee2-6a1da1c7953d,nurse,Pediatrics,2023-01-01 07:00:23,2023-01-01 15:00:23,day
408,8a004291-99d8-4ab1-8225-4d6c2b60a219,nurse,Cardiology,2023-04-18 07:00:56,2023-04-18 15:00:56,day
409,bfd44f7f-8b3b-4cfe-878f-8ac391536c3f,technician,Emergency,2023-04-07 15:00:43,2023-04-07 23:00:43,evening
410,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,ICU,2023-02-22 07:00:41,2023-02-22 15:00:41,day
411,f7eb2511-9080-43ec-8a17-1f32046cb8e7,nurse,ICU,2023-07-01 15:00:35,2023-07-01 23:00:35,evening
412,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,ICU,2023-05-06 23:00:50,2023-05-07 09:00:50,night
413,29229716-b99b-4497-ad3a-e14e6ad644f5,doctor,Pediatrics,2023-06-22 23:00:39,2023-06-23 09:00:39,night
414,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,nurse,Surgery,2023-01-26 07:00:19,2023-01-26 15:00:19,day
415,29229716-b99b-4497-ad3a-e14e6ad644f5,nurse,Surgery,2023-05-25 23:00:17,2023-05-26 09:00:17,night
416,61bb772c-5a1c-47b4-b08c-320fc652f93c,nurse,Cardiology,2023-06-03 07:00:25,2023-06-03 15:00:25,day
